,W01_001,W01_002,W01_003,W01_004,W01_005,W01_006,W01_007,W01_008,W01_009,W01_010,W01_011,W01_012,W01_013,W01_014,geometry
2357,藤ノ平,2525,有浦川,有浦川,ロックフィルダム,灌漑，特定(新規)灌漑用水,58.4,296.2,1207,3575,農林水産省（各地方農政局含む）,2002,佐賀県東松浦郡玄海町大字藤の平,1,POINT (129.8853727155914 33.46453645620493)
2358,赤坂,2526,切本川,座川,ロックフィルダム,灌漑，特定(新規)灌漑用水,30.4,256.4,274,1460,農林水産省（各地方農政局含む）,1992,佐賀県唐津市肥前町大字赤坂,1,POINT (129.8965167873215 33.41344504840628)
2359,上倉,2527,田野川,田野新田川,アースダム,灌漑，特定(新規)灌漑用水,19.6,196.8,90,804,農林水産省（各地方農政局含む）,1992,佐賀県唐津市肥前町大字新木場,1,POINT (129.85246585 33.42301334000001)
2360,都川内,2528,伊万里川,都川内川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,工業用水道用水",31.5,199.6,53,1130,都道府県,2002,佐賀県伊万里市大坪町字上原丙,1,POINT (129.9057296186942 33.26045632428451)
2361,古木場,2530,有田川,有田川,アースダム,"灌漑，特定(新規)灌漑用水,上水道用水",26.8,193,165,1172,都道府県,1998,佐賀県西松浦郡有田町大字古木場,1,POINT (129.9112722211615 33.16738856321221)
2362,有田,2531,有田川,白川川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",27.5,108,14,1880,都道府県,1961,佐賀県西松浦郡有田町白川地先,1,POINT (129.89519698 33.19833322)
2363,竜門,2529,有田川,広瀬川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",42.2,150,59,2350,都道府県,1975,佐賀県西松浦郡有田町大字大木字竜門,1,POINT (129.87797902 33.21201904999999)
2364,大浦,2532,田古里川,田古里川,アースダム,灌漑，特定(新規)灌漑用水,45,160,355,730,都道府県,1987,佐賀県藤津郡太良町大浦,1,POINT (130.16837537 32.96726254)
2365,新立下溜池,2533,伊福川,伊福川,アースダム,灌漑，特定(新規)灌漑用水,15.1,73,37,30,その他,-,佐賀県藤津郡太良町大字伊福,4,POINT (130.1332092428876 33.02643845744681)
2366,笹原溜池,2534,音成川,音成川,アースダム,灌漑，特定(新規)灌漑用水,26.3,175,84,118,農林水産省（各地方農政局含む）,1970,佐賀県鹿島市大字音成,3,POINT (130.121540835716 33.04282199478043)
2367,花取溜池,2535,西葉川,西葉川,アースダム,灌漑，特定(新規)灌漑用水,22.5,176,93,244,農林水産省（各地方農政局含む）,1969,佐賀県鹿島市音成字上館,3,POINT (130.1190231463528 33.05924630317536)
2368,七曲溜池,2536,浜川,浜川,アースダム,灌漑，特定(新規)灌漑用水,15.3,133,248,69,農林水産省（各地方農政局含む）,1973,佐賀県鹿島市飯田字石仏,3,POINT (130.12187783 33.03080808)
2369,万才溜池,2537,石木津川,石木津川,アースダム,灌漑，特定(新規)灌漑用水,17.5,128,47,113,農林水産省（各地方農政局含む）,1973,佐賀県鹿島市大字山浦,2,POINT (130.0796925250745 33.03194612693316)
2370,中木庭,2538,鹿島川,中川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",69.5,265,313,6800,都道府県,2007,佐賀県鹿島市大字山浦字縫形,1,POINT (130.0701923159302 33.04169681284977)
2371,横竹,2539,塩田川,吉田川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",57,249,177,4290,都道府県,2001,佐賀県嬉野市嬉野町大字吉田字横竹,1,POINT (130.03808667 33.05958203000002)
2372,深浦,2541,塩田川,深浦川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",26,121,2,27,都道府県,1989,佐賀県杵島郡白石町大字深浦,3,POINT (130.10341934 33.13814837999998)
2373,岩屋川内,2540,塩田川,岩屋川内川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",59.5,192,133,2500,都道府県,1973,佐賀県嬉野市嬉野町岩屋川内字上岩屋,1,POINT (129.9830534198995 33.06809984075591)
2374,六角川河口堰,2549,六角川,六角川,フローティングゲートダム（可動堰）,"洪水調節，農地防災,不特定用水，河川維持用水",11.5,226.2,-9999,3300,国土交通省（各地方整備局，北海道開発局含む）,1982,佐賀県杵島郡白石町大字福富字北搦地先,1,POINT (130.18995355 33.20372614)
2375,矢筈,2548,六角川,六角川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水,工業用水道用水",32.5,199,62,1390,都道府県,1993,佐賀県武雄市西川登町大字神六,1,POINT (129.9497884854419 33.14260558908335)
2376,庭木,2547,六角川,庭木川,重力式コンクリートダム,灌漑，特定(新規)灌漑用水,26.2,130,27,600,都道府県,1994,佐賀県武雄市西川登町庭木,1,POINT (129.9598486910687 33.12608706665445)
2377,桜谷,2543,六角川,上野川,アースダム,灌漑，特定(新規)灌漑用水,20,114,-9999,136,市区町村,-,佐賀県武雄市橘町大字永島,4,POINT (130.03859496 33.16851969000001)
2378,渕の尾（再）,2546,六角川,武雄川,重力式コンクリートダム,上水道用水,29,138,28,585,市区町村,1980,佐賀県武雄市武雄町塔の原,2,POINT (129.9971880995766 33.18170417901209)
2379,繁昌,2552,六角川,高橋川,アースダム,灌漑，特定(新規)灌漑用水,29.4,156,198,645,都道府県,1978,佐賀県武雄市朝日町大字繁昌,1,POINT (130.0128195007847 33.2264523955059)
2380,永池上（元）,2551,六角川,蔵堂入江,アースダム,灌漑，特定(新規)灌漑用水,17,130,86,381,土地改良区,-,佐賀県武雄市北方町大渡字永池,4,POINT (130.0811625846459 33.1865475770283)
2381,永池（再）,2553,六角川,蔵堂入江,アースダム,"洪水調節，農地防災,灌漑，特定(新規)灌漑用水",34.8,123.3,151,608,都道府県,1996,佐賀県武雄市北方町大渡,1,POINT (130.0812198988017 33.18661342133555)
2382,杵島山,2545,六角川,高良川,アースダム,灌漑，特定(新規)灌漑用水,16,40,-9999,2,その他,1750,佐賀県杵島郡大町町大字畑ヶ田,4,POINT (130.13128703 33.21863357000002)
2383,天ヶ瀬,2544,六角川,瓦川内川,アースダム,灌漑，特定(新規)灌漑用水,39.4,270,369,532,都道府県,1982,佐賀県多久市南多久町大字天ヶ瀬,1,POINT (130.10726114 33.24986672)
2384,岸川防災,2554,六角川,今出川,重力式コンクリートダム,洪水調節，農地防災,26.5,66,14,330,都道府県,1962,佐賀県多久市多久町岸川,2,POINT (130.1252125 33.31684047999999)
2385,天山,2555,六角川,天山川,ロックフィルダム,発電,69,380,1640,3270,電力会社・電源開発株式会社,1986,佐賀県唐津市厳木町大字天川字竹ノサコ,1,POINT (130.13233719 33.34250371000002)
2386,八丁,2550,六角川,川原川,ロックフィルダム,灌漑，特定(新規)灌漑用水,24.6,346.6,172,347,都道府県,1982,佐賀県小城市小城町晴気,1,POINT (130.1489156 33.31342323)
2387,嘉瀬川,2556,嘉瀬川,嘉瀬川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,灌漑，特定(新規)灌漑用水,上水道用水,工業用水道用水,発電",97,454.5,941,71000,国土交通省（各地方整備局，北海道開発局含む）,2011,佐賀県佐賀市富士町小副川字詰谷,1,POINT (130.2168260272021 33.38885145919622)
2388,北山,2557,嘉瀬川,嘉瀬川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,発電",59.3,180,145,22250,農林水産省（各地方農政局含む）,1956,佐賀県佐賀市富士町井田,1,POINT (130.23710392 33.43371055)
2389,北浦溜池,2558,嘉瀬川,祈園川,アースダム,灌漑，特定(新規)灌漑用水,17.9,192,170,368,都道府県,1948,佐賀県小城市小城町北浦,3,POINT (130.2091059491346 33.30800435429777)
2390,井手口川,2514,松浦川,井手口川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",43.7,235,121,2180,都道府県,2012,佐賀県伊万里市大川町大字東田代地先,1,POINT (129.9900025266657 33.28941077919941)
2391,草場,2542,廻里江川,廻里江川,アースダム,灌漑，特定(新規)灌漑用水,19,70,-9999,61,その他,-,佐賀県杵島郡白石町大字田野上,4,POINT (130.0936383590564 33.15743430522527)
2392,平木場脇,2518,松浦川,町田川,アースダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",28.2,390,268,1080,都道府県,1983,佐賀県唐津市上神田,2,POINT (129.9416900433771 33.4323259845298)
2393,松山田溜池,2559,調川川,調川川,アースダム,灌漑，特定(新規)灌漑用水,28,90,145,210,市区町村,1950,長崎県松浦市調川町松山田,2,POINT (129.74617664 33.32572036)
2394,郭公尾溜池,2561,竜尾川,寺ノ尾川,アースダム,灌漑，特定(新規)灌漑用水,18,170,60,330,市区町村,1950,長崎県松浦市御厨町郭公尾,1,POINT (129.68365275 33.32219235999999)
2395,久吹,2562,久吹川,久吹川,ロックフィルダム,灌漑，特定(新規)灌漑用水,33.7,155,213,970,都道府県,1989,長崎県平戸市田平町字福崎免,1,POINT (129.60807172 33.36554328)
2396,樋口,2563,樋口川,樋口川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",30,96,29,269,都道府県,1998,長崎県北松浦郡鹿町町加勢地先,1,POINT (129.58918234 33.26704074)
2397,郷美谷池,2564,相浦川,相浦川,アースダム,灌漑，特定(新規)灌漑用水,17.8,130,110,450,市区町村,1941,長崎県佐世保市柚木町郷美谷,1,POINT (129.81021783 33.19412793)
2398,川谷,2566,相浦川,相浦川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,上水道用水",46,178,85,2020,市区町村,1954,長崎県佐世保市川谷町,1,POINT (129.78396092 33.18967449)
2399,相当,2565,相浦川,牟田川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,上水道用水",34,150,-9999,415,市区町村,1944,長崎県佐世保市上柚木町,1,POINT (129.7803056 33.21888889)
2400,転石,2567,相浦川,久保仁田川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,上水道用水",22.7,164,-9999,246,市区町村,1927,長崎県佐世保市柚木町,1,POINT (129.76404695 33.20233872)
2401,菰田,2568,相浦川,小川内川,重力式コンクリートダム,"灌漑，特定(新規)灌漑用水,上水道用水",40,387.7,135,1475,市区町村,1939,長崎県佐世保市菰田町,1,POINT (129.71143764 33.23723764)
2402,つづら,2569,小佐々川,つづら川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",21.6,96,13,365,都道府県,2003,長崎県佐世保市小佐々町田原地先,1,POINT (129.6234653391427 33.22850038038947)
2403,山の田,2570,佐世保川,佐世保川,アースダム,上水道用水,24.5,310,-9999,640,市区町村,1908,長崎県佐世保市桜木町,1,POINT (129.7317455614362 33.19761113578591)
2404,猫山,2571,日宇川,日宇川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",32,166,64,330,都道府県,1973,長崎県佐世保市黒髪町字高尾6587,2,POINT (129.7820136812555 33.16914723185138)
2405,江永,2572,小森川,江永川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",29.7,125,30,834,都道府県,1976,長崎県佐世保市江永町本谷口600-イ,1,POINT (129.84633018 33.15968215)
2406,下の原（元）,2573,小森川,鷹巣川,重力式コンクリートダム,上水道用水,30.6,169.5,43,1430,市区町村,1968,長崎県佐世保市下の原町23-1,1,POINT (129.8167700165078 33.13279303905428)
2407,野々川,2576,川棚川,野々川川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水",24,86,14,1050,都道府県,1972,長崎県東彼杵郡波佐見町湯無田郷字舘,1,POINT (129.91750325 33.14735135)
2408,石木,2575,川棚川,石木川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",55.4,234,157,5480,都道府県,-,長崎県東彼杵郡川棚町岩屋郷,4,POINT (129.8863778824286 33.08532523286911)
2409,萱瀬（元）,2578,郡川,郡川,重力式コンクリートダム,"洪水調節，農地防災,上水道用水",51,180,82,3030,都道府県,1961,長崎県大村市黒木町392-1,1,POINT (130.0205556 32.97833332999998)
2410,萱瀬（再）,2579,郡川,郡川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",65.5,240,207,6810,都道府県,2000,長崎県大村市黒木町392-1,1,POINT (130.0205556 32.97833332999998)
2411,重井田,2581,郡川,佐奈河内川,アースダム,洪水調節，農地防災,41,170.6,279,676,都道府県,1983,長崎県大村市野田町,2,POINT (129.97571261 32.96684306000002)
2412,野岳溜池,2580,郡川,内川,アースダム,灌漑，特定(新規)灌漑用水,18.7,170,170,1180,利水組合・用水組合,1661,長崎県大村市五の郷野岳,4,POINT (129.9814404 32.97541564000002)
2413,池田（元）,2582,大上戸川,長岡川・城ノ尾川,アースダム,上水道用水,25,123,72,103,市区町村,1952,長崎県大村市池田郷古田,1,POINT (129.9762957938218 32.93443854802156)
2414,池田（再）,2583,大上戸川,長岡川・城ノ尾川,アースダム,上水道用水,25,123,72,226,市区町村,1986,長崎県大村市池田2丁目,1,POINT (129.9762143102687 32.93414789601782)
2415,大多武溜池,2584,鈴田川,鈴田川,アースダム,灌漑，特定(新規)灌漑用水,17.5,157.5,120,247,その他の企業,1944,長崎県大村市東大村,4,POINT (130.0107222 32.93105556)
2416,土師野尾,2585,東大川,楠原川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",31.5,160,38,1090,都道府県,1986,長崎県諫早市見津町2048,1,POINT (130.02319178 32.81666136000001)
2417,伊木力,2586,伊木力川,山川内川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",41.7,192,70,880,都道府県,2007,長崎県諫早市多良見町山川内郷,1,POINT (129.9267539508066 32.83935811003915)
2418,長与,2587,長与川,長与川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",36,171,60,600,都道府県,1985,長崎県西彼杵郡長与町本川内1453,1,POINT (129.89988558 32.83805776)
2419,久留里,2588,久留里川,久留里川,重力式コンクリートダム,上水道用水,24,105,12,210,市区町村,1982,長崎県西彼杵郡時津町久留里郷,2,POINT (129.8351854762666 32.83641401144497)
2420,中山,2589,子々川川,子々川川,重力式コンクリートダム,"洪水調節，農地防災,不特定用水，河川維持用水,上水道用水",24.5,85,15,530,都道府県,1984,長崎県西彼杵郡時津町子々川郷城ノ尾,1,POINT (129.8107971381105 32.85277791162138)
